央视综合,#genre#
安徽卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225737/index.m3u8
四川卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225487/index.m3u8?fmt=ts2hls
重庆卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225734/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225741/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8
深圳卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225741/index.m3u8
贵州卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls
广东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225701/index.m3u8
广东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225742/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
广西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226211/index.m3u8
河北卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
河南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w544078748.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225690/index.m3u8
黑龙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hljwshd/4000000/mnf.m3u8

港澳台外,#genre#
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,https://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8?zgangd
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8?zgangd
凤凰资讯,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8
凤凰资讯,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8?zgangd
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8?zgangd
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8?zgangd
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰资讯,https://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2026/chunklist0.m3u8
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
亚洲ATV,https://juyunlive.juyun.tv/live/24950198.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
俄罗斯GITV,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
俄罗斯中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
大爱1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
好消息电视台1,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
好消息电视台2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
有線新闻,http://gslb.cdn.hk.chinamobile.com/live/6aec56586c324021927637a750c1811e/cb76365be43b4ba598eb2f2ef3cffcd9-3.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
香港卫视,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视卫星,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8
澳视卫星,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
澳视卫星,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
澳视体育,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳视资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳视综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳视综艺,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8
澳门葡语,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVB影视剧,http://hms563nc1880172786.live.aikan.miguvideo.com/wh7f454c46tw3279865347_-1298155843/PLTV/88888888/224/3221231733/1.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/chunklist_w68545377.m3u8
澳门莲花,http://epg.112114.xyz/lotus
澳门资讯,http://103.233.191.132:1935/ch5/info_ch5.live/playlist.m3u8
HBO英文,http://vips-livecdn.fptplay.net/hda1/hbo_vhls.smil/chunklist_b5000000.m3u8?bycoca
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
阿里郎电视,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8


数字剧场,#genre#
SiTV全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
SiTV动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
SiTV动漫秀场,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dmxchd/4000000/mnf.m3u8
SiTV生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
SiTV都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
SiTV新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
SiTV幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8
SiTV魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
SiTV法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
SiTV金色频道,http://183.207.255.188/live/program/live/jingsepd/1300000/mnf.m3u8
SiTV七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
SiTV东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
第一剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
风云剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
怀旧剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
世界地理,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
风云音乐,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
兵器科技,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
风云足球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
高尔夫网球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
风云足球,http://42.176.185.28:9901/tsfile/live/1017_1.m3u8
风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
风云剧场,http://42.176.185.28:9901/tsfile/live/1030_1.m3u8
央视文化精品,http://42.176.185.28:9901/tsfile/live/1028_1.m3u8
风云剧场,http://42.176.185.28:9901/tsfile/live/1031_1.m3u8

4K合集,#genre#
4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd
4k超高清,http://open.live-web.timetv.cn/live03/cctv4k.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
纯享4k,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4k,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
欢笑剧场4k,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
影院4k,http://epg.112114.xyz/douyu/9249162

NewTv,#genre#
NewTV黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
NewTV爱情喜剧,http://111.40.196.38/PLTV/88888888/224/3221225616/index.m3u8
NewTV爱情喜剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225656/index.m3u8
NewTV古装剧场,http://111.40.196.36/PLTV/88888888/224/3221225618/index.m3u8
NewTV古装剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
NewTV古装剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225678/index.m3u8
NewTV动作电影,http://111.40.196.31/PLTV/88888888/224/3221225620/index.m3u8
NewTV动作电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8
NewTV动作电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225620/index.m3u8
NewTV动作电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225678/index.m3u8
NewTV军旅剧场,http://111.40.196.28/PLTV/88888888/224/3221225622/index.m3u8
NewTV军旅剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225669/index.m3u8
NewTV军旅剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225669/index.m3u8
NewTV精品体育,http://111.40.196.37/PLTV/88888888/224/3221225608/index.m3u8
NewTV惊悚悬疑,http://111.40.196.32/PLTV/88888888/224/3221225638/index.m3u8
NewTV家庭剧场,http://111.40.196.39/PLTV/88888888/224/3221225626/index.m3u8
NewTV家庭剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
NewTV超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225710/index.m3u8
NewTV超级电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225710/index.m3u8
NewTV超级体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225709/index.m3u8
NewTV金牌综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
NewTV金牌综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
NewTV精品大剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225714/index.m3u8
NewTV精品大剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225708/index.m3u8
NewTV精品大剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225708/index.m3u8
NewTV超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225714/index.m3u8
NewTV超级电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225714/index.m3u8
NewTV超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225716/index.m3u8
NewTV明星大片,http://39.135.138.58:18890/PLTV/88888888/224/3221225625/index.m3u8
NewTV明星大片,http://39.135.138.58:18890/PLTV/88888888/224/3221226210/index.m3u8
NewTV欢乐剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225711/index.m3u8
NewTV热播精选,http://39.135.138.60:18890/PLTV/88888910/224/3221225711/index.m3u8
NewTV东北热剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226202/index.m3u8
NewTV家庭剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8
NewTV欢乐剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226210/index.m3u8
NewTV精品体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225709/index.m3u8
NewTV超级电视剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225625/index.m3u8

VIP直播资源,#genre#
Unknown_1,https://jvv009.microclassonline.com/20220907/ukr1503S/index.m3u8
Unknown_2,https://jvv009.microclassonline.com/20220907/9eC3EmpE/index.m3u8
Unknown_3,https://jvv009.microclassonline.com/20220907/QAOQE5Sh/index.m3u8
Unknown_4,https://jvv009.microclassonline.com/20220907/PgvqEk7L/index.m3u8
Unknown_5,https://jvv009.microclassonline.com/20220907/HVZVoBKx/index.m3u8
Unknown_6,https://jvv009.microclassonline.com/20220907/ukHeDzm1/index.m3u8
Unknown_7,https://jvv009.microclassonline.com/20220830/qmIOOo7P/index.m3u8
Unknown_8,https://jvv009.microclassonline.com/20220901/wiOPNR39/index.m3u8
Unknown_9,https://jvv009.microclassonline.com/20220903/nXyL8AON/index.m3u8
Unknown_10,https://jvv009.microclassonline.com/20220907/suXX86pl/index.m3u8
Unknown_11,https://jvv009.microclassonline.com/20220903/o0ieoqgb/index.m3u8
Unknown_12,https://jvv009.microclassonline.com/20220903/KVp6ltqW/index.m3u8
Unknown_13,https://jvv009.microclassonline.com/20220903/BOGTtSP6/index.m3u8
Unknown_14,https://jvv009.microclassonline.com/20220901/NjbK7ReH/index.m3u8
Unknown_15,https://jvv009.microclassonline.com/20220903/TxMGWWtO/index.m3u8
Unknown_16,https://jvv009.microclassonline.com/20220903/OS5hhfID/index.m3u8
Unknown_17,https://jvv009.microclassonline.com/20220903/qxONLmSy/index.m3u8
Unknown_18,https://jvv009.microclassonline.com/20220903/4oixjL4o/index.m3u8
Unknown_19,https://jvv009.microclassonline.com/20220902/83h6AoIl/index.m3u8
Unknown_20,https://jvv009.microclassonline.com/20220902/6EILukUT/index.m3u8
Unknown_21,https://jvv009.microclassonline.com/20220901/CdMwzHXW/index.m3u8
Unknown_22,https://jvv009.microclassonline.com/20220831/fZxzHDQN/index.m3u8
Unknown_23,https://jvv009.microclassonline.com/20220831/Hi3pbMsw/index.m3u8
Unknown_24,https://jvv009.microclassonline.com/20220830/Ut3sb9Cl/index.m3u8
Unknown_25,https://jvv009.microclassonline.com/20220830/8tk3ziiS/index.m3u8
Unknown_26,https://jvv009.microclassonline.com/20220828/eqE1yOak/index.m3u8
Unknown_27,https://jvv009.microclassonline.com/20220829/sqBjiSW5/index.m3u8
Unknown_28,https://jvv009.microclassonline.com/20220830/WxVdN9pi/index.m3u8
Unknown_29,https://jvv009.microclassonline.com/20220906/PMqP1Gv3/index.m3u8
Unknown_30,https://jvv009.microclassonline.com/20220907/rczs03LA/index.m3u8
Unknown_31,https://jvv009.microclassonline.com/20220827/Lnc8xqZA/index.m3u8
Unknown_32,https://jvv009.microclassonline.com/20220828/viVS4VsJ/index.m3u8
Unknown_33,https://jvv009.microclassonline.com/20220825/tsQtlnsn/index.m3u8
Unknown_34,https://jvv009.microclassonline.com/20220819/R0xiB5XI/index.m3u8
Unknown_35,https://jvv009.microclassonline.com/20220819/9mUzsWIo/index.m3u8
Unknown_36,https://jvv009.microclassonline.com/20220823/zZK5hf5L/index.m3u8
Unknown_37,https://jvv009.microclassonline.com/20220823/GFhd90vv/index.m3u8
Unknown_38,https://jvv009.microclassonline.com/20220819/xk8jsitv/index.m3u8
Unknown_39,https://jvv009.microclassonline.com/20220820/RvvcpUEX/index.m3u8
Unknown_40,https://jvv009.microclassonline.com/20220810/RMVkXYuj/index.m3u8
Unknown_41,https://jvv009.microclassonline.com/20220810/tsQ8vZa9/index.m3u8
Unknown_42,https://jvv009.microclassonline.com/20220805/M2VMcuSb/index.m3u8
Unknown_43,https://jvv009.microclassonline.com/20220805/uf9vGYQP/index.m3u8
Unknown_44,https://jvv009.microclassonline.com/20220808/0KJRg3Wv/index.m3u8
Unknown_45,https://jvv009.microclassonline.com/20220728/MuELGKRl/index.m3u8
Unknown_46,https://jvv009.microclassonline.com/20220724/zovDxRw2/index.m3u8
Unknown_47,https://jvv009.microclassonline.com/20220724/xK9aLB7l/index.m3u8
Unknown_48,https://jvv009.microclassonline.com/20220716/McdOK909/index.m3u8
Unknown_49,https://jvv009.microclassonline.com/20220719/6MYUt4gd/index.m3u8
Unknown_50,https://jvv009.microclassonline.com/20220714/HXwz9wlV/index.m3u8
Unknown_51,https://jvv009.microclassonline.com/20220706/9kbveS4e/index.m3u8
Unknown_52,https://jvv009.microclassonline.com/20220712/iOrBvmDk/index.m3u8
Unknown_53,https://jvv009.microclassonline.com/20220712/bCSu0Mxy/index.m3u8
Unknown_54,https://jvv009.microclassonline.com/20220826/BIdzISeN/index.m3u8
Unknown_55,https://jvv009.microclassonline.com/20220210/osvnw1ue/index.m3u8
Unknown_56,https://jvv009.microclassonline.com/20220210/c0cissqf/index.m3u8
Unknown_57,https://jvv009.microclassonline.com/20220114/Y6C6WW4n/index.m3u8
Unknown_58,https://jvv009.microclassonline.com/20211208/S3USqyDy/index.m3u8
Unknown_59,https://jvv009.microclassonline.com/20211208/uyqSr16M/index.m3u8
Unknown_60,https://jvv009.microclassonline.com/20211118/E6FNMIdt/index.m3u8
Unknown_61,https://jvv009.microclassonline.com/20211118/31icY5tr/index.m3u8
Unknown_62,https://jvv009.microclassonline.com/20211107/UeIVNNJA/index.m3u8
Unknown_63,https://jvv009.microclassonline.com/20220907/xpSbp7eC/index.m3u8
Unknown_64,https://jvv009.microclassonline.com/20220907/XnWduikr/index.m3u8
Unknown_65,https://jvv009.microclassonline.com/20220908/La2BtWpl/index.m3u8
Unknown_66,https://jvv009.microclassonline.com/20220901/FDXNXe27/index.m3u8
Unknown_67,https://jvv009.microclassonline.com/20220907/UlGjTWF4/index.m3u8
Unknown_68,https://jvv009.microclassonline.com/20220817/Jqnadx8p/index.m3u8
Unknown_69,https://jvv009.microclassonline.com/20220828/RiLmNDPo/index.m3u8
Unknown_70,https://jvv009.microclassonline.com/20220824/9j9nR9oq/index.m3u8
Unknown_71,https://jvv009.microclassonline.com/20220820/I1gQJlf5/index.m3u8
Unknown_72,https://jvv009.microclassonline.com/20220815/6ckPEpDi/index.m3u8
Unknown_73,https://jvv009.microclassonline.com/20220804/fCCRXB16/index.m3u8
Unknown_74,https://jvv009.microclassonline.com/20220803/QkW6Ms6i/index.m3u8
Unknown_75,https://jvv009.microclassonline.com/20220722/9vucLIJR/index.m3u8
Unknown_76,https://jvv009.microclassonline.com/20220722/jOYdrWPb/index.m3u8
Unknown_77,https://jvv009.microclassonline.com/20220719/gNTyeRIT/index.m3u8
Unknown_78,https://jvv009.microclassonline.com/20220710/hEddgRFa/index.m3u8
Unknown_79,https://jvv009.microclassonline.com/20220627/dOoXu3t6/index.m3u8
Unknown_80,https://jvv009.microclassonline.com/20220626/3WBsxywP/index.m3u8
Unknown_81,https://jvv009.microclassonline.com/20220702/yT24MyGU/index.m3u8
Unknown_82,https://jvv009.microclassonline.com/20220610/Mfi9JqE9/index.m3u8
Unknown_83,https://jvv009.microclassonline.com/20220526/44HLKznh/index.m3u8
Unknown_84,https://jvv009.microclassonline.com/20220608/0yHNXx4d/index.m3u8
Unknown_85,https://jvv009.microclassonline.com/20220518/v9okvGPR/index.m3u8
Unknown_86,https://jvv009.microclassonline.com/20220522/5XPgv3p4/index.m3u8
Unknown_87,https://jvv009.microclassonline.com/20220506/NLsLbAD9/index.m3u8
Unknown_88,https://jvv009.microclassonline.com/20220525/sc5ftfZP/index.m3u8
Unknown_89,https://jvv009.microclassonline.com/20220512/paPhMogW/index.m3u8
Unknown_90,https://jvv009.microclassonline.com/20220522/hvGq1cxr/index.m3u8
Unknown_91,https://jvv009.microclassonline.com/20220518/ynExqZ0P/index.m3u8
Unknown_92,https://jvv009.microclassonline.com/20220729/aHKASbKf/index.m3u8
Unknown_93,https://jvv009.microclassonline.com/20220730/NTiXCKcA/index.m3u8
Unknown_94,https://jvv009.microclassonline.com/20220730/m0deYuqq/index.m3u8
Unknown_95,https://jvv009.microclassonline.com/20220730/7IUszn7q/index.m3u8
Unknown_96,https://jvv009.microclassonline.com/20220730/ADULXuwk/index.m3u8
Unknown_97,https://jvv009.microclassonline.com/20220806/ndUavMLJ/index.m3u8
Unknown_98,https://jvv009.microclassonline.com/20220806/3IaAaV8S/index.m3u8
Unknown_99,https://jvv009.microclassonline.com/20220806/kaNB62aD/index.m3u8
Unknown_100,https://jvv009.microclassonline.com/20220730/QfQJ0clW/index.m3u8
Unknown_101,https://jvv009.microclassonline.com/20220730/WzaJrEGu/index.m3u8
Unknown_102,https://jvv009.microclassonline.com/20220730/OVe4XeIZ/index.m3u8
Unknown_103,https://jvv009.microclassonline.com/20220730/RiZSfbQY/index.m3u8
Unknown_104,https://jvv009.microclassonline.com/20220909/WvqyG3Hx/index.m3u8
Unknown_105,https://jvv009.microclassonline.com/20220909/B3dMPWiP/index.m3u8
Unknown_106,https://jvv009.microclassonline.com/20220909/tgNoHgYZ/index.m3u8
Unknown_107,https://jvv009.microclassonline.com/20220730/YP44VlO9/index.m3u8
Unknown_108,https://jvv009.microclassonline.com/20220730/n3zdjCTI/index.m3u8
Unknown_109,https://jvv009.microclassonline.com/20220730/HkxQtYnP/index.m3u8
Unknown_110,https://jvv009.microclassonline.com/20220730/xmPl3bps/index.m3u8
Unknown_111,https://jvv009.microclassonline.com/20220730/fCsAOiKh/index.m3u8
Unknown_112,https://jvv009.microclassonline.com/20220730/EXrSYJfQ/index.m3u8
Unknown_113,https://jvv009.microclassonline.com/20220729/2Y4idEsV/index.m3u8
Unknown_114,https://jvv009.microclassonline.com/20220729/NqjHtfMu/index.m3u8
Unknown_115,https://jvv009.microclassonline.com/20220730/LLkEqkFd/index.m3u8
Unknown_116,https://jvv009.microclassonline.com/20220730/tF3Yw6R3/index.m3u8

